SampleID,FragMa.CGA,FragMa.CGT,FragMa.CGG,FragMa.CGC,FragMa.ACG,FragMa.TCG,FragMa.GCG,FragMa.CCG,FragMa.CGN_NCG_ratio,FragMa.CG1.CGC,FragMa.CG1.ACG,FragMa.CG1.TCG,FragMa.CG1.GCG,FragMa.CG1.CCG,FragMa.CG2.CGA,FragMa.CG2.CGT,FragMa.CG2.CGG,FragMa.CG2.CGC,FragMa.CG2.GCG,FragMa.CG1.CGN_NCG_ratio,FragMa.CG2.CGN_NCG_ratio
Breast-P147,0.2382997586563562,0.1508841057971728,0.198098803132542,0.237048712013003,0.0171895778948923,0.0102349406491651,0.0370684135349455,0.1111756883219228,4.692536309089889,0.6425003202254387,0.0281798386063788,0.0101191238631996,0.098373254771359,0.2208274625336236,0.1642768079800498,0.1937344139650872,0.1954488778054862,0.3471009975062344,0.0994389027431421,1.7972053027588677,9.0564263322884
Breast-P146,0.2424317716511956,0.1608658490528533,0.1974000675823411,0.2432666123357649,0.0149973165835138,0.0088055815062911,0.0358782722773261,0.0963545290107137,5.408789808917198,0.6509894280292762,0.0252100840336134,0.0104364326375711,0.0979940363242071,0.215370018975332,0.1692171865803413,0.2040906415538552,0.1859917598587404,0.3396115361977634,0.1010888758092996,1.8652427184466016,8.892285298398836
Breast-P145,0.2344552983648333,0.1609577404969208,0.199490337651306,0.2363771501380335,0.0155553196007644,0.0102251008706731,0.0362178806540666,0.106721172223402,4.926998112020138,0.6464673548733074,0.0269473119721142,0.0101890333824909,0.0887518434106448,0.2276444563614425,0.1654336533920982,0.2055721706280497,0.1917204470328978,0.3311821186840862,0.1060916102628679,1.828593098217672,8.425816023738873
Breast-P144,0.2375700633090044,0.1542400903262228,0.1971853703778378,0.231158514456228,0.0169664099358845,0.0122686398645106,0.039779829831848,0.1108310818984636,4.560313901345292,0.627254254508509,0.0314960629921259,0.0118110236220472,0.0966471932943865,0.2327914655829311,0.1606155685044075,0.1878081577767817,0.2018526819064694,0.3358733004631705,0.1138502913491707,1.682793867120954,7.783464566929134
Breast-P143,0.2322789239701519,0.149989649767859,0.1986357408301872,0.2298441550760495,0.0183248395714018,0.012568139028261,0.0386507240233816,0.1197078277327077,4.2839731236001874,0.6262493424513415,0.0280115728563913,0.0119673855865334,0.0960021041557075,0.2377695949500263,0.1691233514352211,0.1936384794414274,0.1989138867339022,0.3360744763382467,0.1022498060512024,1.6755805770584096,8.779969650986343
Breast-P142,0.2373075857702505,0.1530212496537533,0.1952336670491868,0.2429662458945035,0.0157789561157057,0.0110403228997665,0.0348423093664674,0.109809663250366,4.831881382334275,0.6649449503873862,0.0250101943727062,0.0093788228897648,0.0913415794481446,0.2093244529019981,0.1646748409126183,0.1980443892596616,0.1964923172435201,0.3464224740027937,0.0943659785814061,1.9845841784989853,9.59703947368421
Breast-P141,0.2294346089013476,0.1462044944448066,0.1983851290313568,0.2232601022565354,0.0185793978226249,0.014388556208499,0.0385650558313232,0.1311826555035063,3.933017871089264,0.6425278990781175,0.0287481804949053,0.0117661329451722,0.0903687530325084,0.2265890344492964,0.1792014856081708,0.1959145775301764,0.2038068709377901,0.3215722686474775,0.099504797276385,1.7974211062097047,9.049766718506998
Breast-P140,0.2352703599349943,0.1509169062707349,0.1969401198180611,0.2327989922204806,0.0161648604206133,0.0114721466280735,0.0369166562490984,0.1195199584579434,4.432608922787588,0.6424945612762871,0.0264684554024655,0.0097897026831036,0.0925791636451534,0.22866811699299,0.1713395638629283,0.1918113039608366,0.20115709835336,0.3376353656727489,0.098056668150126,1.797160243407708,9.198184568835098
Breast-P139,0.235353253837119,0.1513745943901419,0.1955786037067266,0.234646547090558,0.0168315649075309,0.0114964266518026,0.0364600959528596,0.1182589134632612,4.463077759651985,0.6281550871714806,0.0223783502472027,0.0102784283112151,0.1016133229247983,0.2375748113453031,0.1647814124121064,0.1916845001528584,0.2031488841332925,0.3339957199633139,0.1063894833384286,1.689293212036389,8.399425287356323
Breast-P138,0.2350428666769341,0.1580265927409004,0.1966733405205606,0.2316237999897325,0.0166538323322552,0.0123928333076646,0.0385954104420144,0.1109913239899378,4.598057247959535,0.6331020034044782,0.0240932303260442,0.0109990834097158,0.0970276286499934,0.2347780542097682,0.1606365410599009,0.1963669118750938,0.1803032577691037,0.3443927338237502,0.1183005554721513,1.725553176302641,7.4530456852791875
Breast-P137,0.2389019532562269,0.1550415126937659,0.2038585209003215,0.2409847866775447,0.0147526035417766,0.0096942938042904,0.035033834045208,0.1017324950808657,5.202964991664682,0.6312305295950156,0.0250519210799584,0.0116822429906542,0.1053997923156801,0.2266355140186916,0.1656162978162098,0.2012311300014656,0.1852557526014949,0.3325516634911329,0.1153451560896966,1.7117212249208025,7.669631512071156
